Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Eduardo Campos,"Rua Siqueira Campos, 9217",70727906790,Copacabana,8873.31,Dachshund,Masculino,Producao de Eventos,44,(21) 93573-9050
Viviane Mendes,"Rua Professor Annes Dias, 5239",63433114100,Sao Conrado,6696.2,Basset Hound,Feminino,Lider de Projeto,58,(21) 99257-1071
Gustavo Moreira,"Rua Bento Lisboa, 4700",65232740507,Humaita,2012.46,Poodle,Masculino,Musico,66,(21) 92511-3269
Ricardo Martins,"Rua Silveira Martins, 4423",77579002349,Catete,2149.61,Pit Bull,Masculino,Publicitario,42,(21) 93567-7162
Bruno Alves,"Rua do Ouvidor, 2585",80840694525,Centro,3909.09,Beagle,Masculino,Administrador,66,(21) 93609-9677
Thiago Souza,"Praia de Botafogo, 5353",93163690707,Botafogo,8021.87,Maltes,Masculino,Analista de Sistemas,21,(21) 98968-6512
Amanda Carvalho,"Rua da Assembleia, 7100",75446384277,Centro,3868.94,Labrador,Feminino,Quimico,25,(21) 99035-6763
Viviane Mendes,"Rua Plinio Casado, 6406",16806709833,Cascadura,6940.88,Pug,Feminino,Contador,46,(21) 98302-6892
Gabriela Rocha,"Rua Jose Higino, 4906",68903083554,Tijuca,9070.03,Cocker Spaniel,Feminino,Musico,72,(21) 91326-5446
Antonio Silva,"Avenida Vieira Souto, 6820",26900923718,Ipanema,3879.05,Boxer,Masculino,Antropologo,64,(21) 96364-2495
Daniel Araujo,"Rua Senador Dantas, 5148",28836681975,Flamengo,2738.55,Shih Tzu,Masculino,Diretor,45,(21) 96071-3635
Marcelo Lima,"Rua do Pepino, 546",98233187392,Recreio dos Bandeirantes,8856.54,Pit Bull,Masculino,Historiador,36,(21) 99287-2244
Diego Silva,"Rua Silveira Martins, 5730",96314288947,Catete,8377.65,Golden Retriever,Masculino,Designer,65,(21) 98689-9664
Larissa Ferreira,"Rua Almirante Alexandrino, 3469",45237734786,Santa Teresa,9437.0,Shih Tzu,Feminino,Artesao,39,(21) 97195-4071
Bruna Alves,"Rua Domingos Ferreira, 2367",68603828691,Cascadura,8358.24,Pit Bull,Feminino,Quimico,41,(21) 98263-1669
Leandro Rodrigues,"Rua Candido Mendes, 3139",71659021728,Gloria,5683.83,Golden Retriever,Masculino,Gerente,33,(21) 90362-7778
Bruna Alves,"Rua Domingos Ferreira, 9237",44410677481,Cascadura,2519.78,Chihuahua,Feminino,Historiador,66,(21) 90249-5952
Gustavo Moreira,"Rua Sao Clemente, 7629",42615811986,Botafogo,9352.54,Yorkshire Terrier,Masculino,Geografo,59,(21) 91377-8299
Maria Luiza Silva,"Rua Barao de Sao Francisco, 26",74262000573,Humaita,3113.39,Shih Tzu,Feminino,Engenheiro,24,(21) 96090-1182
Thiago Souza,"Rua Jardim Botanico, 7272",39810971364,Jardim Botanico,4878.67,Pug,Masculino,Gerente,29,(21) 95807-7328
Camila Pereira,"Rua Paula Freitas, 6027",70063961943,Copacabana,7108.1,Basset Hound,Feminino,Administrador,44,(21) 97026-6082
Viviane Mendes,"Rua Heitor de Silva Costa, 14",53101773129,Vila Isabel,4550.12,Basset Hound,Feminino,Veterinario,43,(21) 98497-9338
Patricia Melo,"Rua Senador Dantas, 459",27204479387,Flamengo,9760.63,Poodle,Feminino,Lider de Projeto,49,(21) 92513-9442
Gabriel Rocha,"Rua Paissandu, 7944",52072092981,Flamengo,2527.66,Poodle,Masculino,Geografo,32,(21) 94642-4839
Eduardo Campos,"Rua Silveira Martins, 7105",20771507673,Catete,9390.31,Labrador,Masculino,Analista de Sistemas,37,(21) 93753-9855
Pedro Pinto,"Avenida Vieira Souto, 7380",19698896910,Ipanema,5597.46,Husky Siberiano,Masculino,Geografo,67,(21) 95408-8658
Ana Beatriz Oliveira,"Rua Clarimundo de Melo, 4385",77968450169,Tijuca,9861.77,Golden Retriever,Feminino,Analista de Sistemas,53,(21) 96323-4505
Camila Pereira,"Rua da Gloria, 3731",17714244371,Gloria,7019.73,Cocker Spaniel,Feminino,Lider de Projeto,50,(21) 98742-2403
Maria Luiza Silva,"Rua Sao Clemente, 526",25607273212,Botafogo,8758.66,Yorkshire Terrier,Feminino,Economista,36,(21) 94701-3609
Michele Araujo,"Rua General Artigas, 3933",70287402668,Leblon,2036.17,Pit Bull,Feminino,Contador,53,(21) 91793-6346
Roberta Moreira,"Rua 28 de Setembro, 4600",21778834753,Vila Isabel,3266.9,Yorkshire Terrier,Feminino,Jornalista,37,(21) 99846-3090
Thiago Souza,"Rua Paula Freitas, 3059",86216719489,Copacabana,7903.36,Chihuahua,Masculino,Jornalista,71,(21) 97406-8242
Lucas Ferreira,"Avenida Delfim Moreira, 1897",78749035929,Leblon,9606.33,Shih Tzu,Masculino,Advogado,71,(21) 96548-6462
Michele Araujo,"Rua Barao de Sao Francisco, 3122",17211768325,Humaita,5149.32,Maltes,Feminino,Desenvolvedor,24,(21) 91492-1432
Larissa Ferreira,"Rua do Anil, 7500",72440397167,Barra da Tijuca,9662.12,Yorkshire Terrier,Feminino,Artesao,23,(21) 90876-4430
Camila Pereira,"Rua Ary Schiavo, 9597",91031317914,Barra da Tijuca,8150.75,Basset Hound,Feminino,Chef de Cozinha,38,(21) 94607-6090
Bruno Alves,"Rua Bento Lisboa, 8484",72190316083,Humaita,1888.97,Basset Hound,Masculino,Fisioterapeuta,63,(21) 96297-3541
Larissa Ferreira,"Avenida Glaucio Gil, 3664",38426930366,Recreio dos Bandeirantes,3408.75,Husky Siberiano,Feminino,Economista,26,(21) 95122-7137
Felipe Oliveira,"Rua Heitor de Silva Costa, 7487",80692121981,Vila Isabel,5220.17,Husky Siberiano,Masculino,Quimico,71,(21) 91398-1178
Diego Silva,"Rua do Ouvidor, 4989",53201667521,Gloria,6919.09,Yorkshire Terrier,Masculino,Veterinario,24,(21) 98667-3131
Carla Rodrigues,"Avenida Glaucio Gil, 9997",70352493595,Recreio dos Bandeirantes,3365.63,Rottweiler,Feminino,Antropologo,26,(21) 95446-3040
Felipe Oliveira,"Rua Nelson Mandela, 5136",87953722288,Botafogo,8304.55,Poodle,Masculino,Arquiteto,37,(21) 97360-7680
Maria Luiza Silva,"Rua Pacheco Leao, 7786",96224024218,Jardim Botanico,9234.47,Border Collie,Feminino,Enfermeiro,23,(21) 91618-4435
Carlos Santos,"Rua Barao de Sao Francisco, 4715",75056103580,Humaita,1714.91,Basset Hound,Masculino,Lider de Projeto,49,(21) 96159-8076
Marcelo Lima,"Rua Silveira Martins, 4979",75646829477,Catete,1634.71,Beagle,Masculino,Designer,63,(21) 91597-7346
Vinicius Santos,"Rua do Catete, 8519",16362663124,Catete,1351.42,Cocker Spaniel,Masculino,Analista de Sistemas,22,(21) 96614-5251
Fernanda Santos,"Rua Ary Schiavo, 4316",69939498474,Barra da Tijuca,8701.54,Chihuahua,Feminino,Veterinario,63,(21) 92039-4568
Daniele Souza,"Rua Uruguai, 8678",22789500988,Tijuca,4933.32,Boxer,Feminino,Advogado,52,(21) 94383-9536
Gustavo Moreira,"Rua Conde de Iraja, 5207",83661963338,Catete,6405.31,Pug,Masculino,Historiador,57,(21) 94285-4815
Luana Campos,"Rua Silveira Martins, 3183",36089908229,Catete,3633.09,Pit Bull,Feminino,Administrador,32,(21) 97313-2933
Mariana Lima,"Rua Barata Ribeiro, 9799",55336094636,Copacabana,6031.18,Cocker Spaniel,Feminino,Medico,69,(21) 96994-6953
Pedro Pinto,"Rua da Gloria, 2499",35652589093,Gloria,2614.62,Pug,Masculino,Lider de Projeto,68,(21) 93461-4978
Vinicius Santos,"Rua Buarque de Macedo, 9907",96749426616,Vila Isabel,4380.97,Shih Tzu,Masculino,Geografo,32,(21) 99121-4664
Andre Carvalho,"Rua Visconde de Piraja, 5770",54037521232,Ipanema,1697.63,Poodle,Masculino,Ator,42,(21) 98859-1090
Patricia Melo,"Avenida Aquarela do Brasil, 1060",55001064217,Sao Conrado,6531.78,Pug,Feminino,Analista de Sistemas,30,(21) 99656-5832
Joao Almeida,"Avenida Aquarela do Brasil, 6354",27713057210,Sao Conrado,8976.33,Basset Hound,Masculino,Artesao,24,(21) 98516-7137
Viviane Mendes,"Rua Nelson Mandela, 3757",35905001295,Botafogo,9865.0,Basset Hound,Feminino,Administrador,41,(21) 95519-9595
Gabriel Rocha,"Rua Jardim Botanico, 9501",64729642284,Jardim Botanico,9902.41,Shiba Inu,Masculino,Antropologo,31,(21) 95907-1093
Ricardo Martins,"Rua Jardim Botanico, 4440",67211083482,Jardim Botanico,4657.3,Boxer,Masculino,Farmaceutico,38,(21) 91850-2740
Daniel Araujo,"Rua Monte Alegre, 3760",82068315539,Santa Teresa,7344.02,Schnauzer,Masculino,Geografo,45,(21) 90683-4731
Carla Rodrigues,"Rua Bento Lisboa, 7048",80157635144,Humaita,1706.6,Shih Tzu,Feminino,Antropologo,38,(21) 99280-4429
Thiago Souza,"Rua Sao Clemente, 162",89495422819,Botafogo,9954.49,Shih Tzu,Masculino,Analista de Sistemas,58,(21) 99241-2572
Isabela Martins,"Rua do Pepino, 7518",53606880135,Recreio dos Bandeirantes,3257.18,Golden Retriever,Feminino,Advogado,23,(21) 95396-6981
Isabela Martins,"Rua Professor Annes Dias, 3191",50769544938,Sao Conrado,3487.34,Labrador,Feminino,Economista,57,(21) 93554-4441
Natalia Pinto,"Rua Conde de Bonfim, 775",90926897096,Tijuca,8622.64,Labrador,Feminino,Geografo,35,(21) 95264-9137
Pedro Pinto,"Rua do Ouvidor, 8561",91205788319,Gloria,8754.77,Bulldog,Masculino,Psicologo,46,(21) 90170-2263
Mariana Lima,"Rua Sao Clemente, 7152",22964219431,Humaita,8714.98,Bulldog,Feminino,Arquiteto,33,(21) 91900-7475
Felipe Oliveira,"Rua Garcia d'Avila, 4991",35140429903,Ipanema,9944.53,Pug,Masculino,Padeiro,21,(21) 94169-5376
Isabela Martins,"Rua Joao Vicente, 2276",94084824600,Vila Isabel,2037.54,Husky Siberiano,Feminino,Musico,45,(21) 93416-6571
Gabriel Rocha,"Rua Ataulfo de Paiva, 9792",36156326819,Leblon,5981.83,Basset Hound,Masculino,Artesao,65,(21) 92179-3878
Isabela Martins,"Rua Farme de Amoedo, 5816",46132101056,Ipanema,4222.36,Cocker Spaniel,Feminino,Personal Trainer,61,(21) 92163-2433
Pedro Pinto,"Rua Casemiro de Abreu, 520",34526175496,Cascadura,7081.82,Chihuahua,Masculino,Geografo,35,(21) 94944-2210
Fernanda Santos,"Rua Gal. Osorio, 803",55186161840,Cascadura,8948.68,Labrador,Feminino,Publicitario,25,(21) 92405-5470
Marcelo Lima,"Rua do Pepino, 200",54536943012,Recreio dos Bandeirantes,3684.79,Rottweiler,Masculino,Quimico,72,(21) 96468-8933
Bruno Alves,"Rua do Anil, 4040",76110774351,Barra da Tijuca,6863.8,Labrador,Masculino,Padeiro,43,(21) 96319-7844
Bruna Alves,"Avenida Rio Branco, 9494",49501567494,Centro,3547.09,Chihuahua,Feminino,Biologo,55,(21) 91881-6406
Roberta Moreira,"Rua Joao Lira, 4866",12932692332,Sao Conrado,1943.01,Golden Retriever,Feminino,Engenheiro,64,(21) 95481-1528
Antonio Silva,"Rua do Russel, 8450",72173071254,Gloria,4593.79,Cocker Spaniel,Masculino,Antropologo,68,(21) 96631-7382
Gabriel Rocha,"Avenida Rio Branco, 5168",47187817899,Centro,7896.74,Golden Retriever,Masculino,Historiador,31,(21) 93040-9687
Thiago Souza,"Rua Siqueira Campos, 5998",18323722415,Copacabana,9971.07,Golden Retriever,Masculino,Economista,63,(21) 92243-5394
Carlos Santos,"Rua 28 de Setembro, 7590",49465419023,Vila Isabel,4203.61,Pit Bull,Masculino,Enfermeiro,32,(21) 93047-6007
Marcelo Lima,"Rua Senador Dantas, 3592",83999173809,Flamengo,1867.74,Labrador,Masculino,Enfermeiro,59,(21) 92214-2393
Carla Rodrigues,"Avenida Delfim Moreira, 9060",29567732873,Leblon,6659.61,Schnauzer,Feminino,Farmaceutico,19,(21) 92701-9727
Marcelo Lima,"Rua Nelson Mandela, 9245",20484284694,Botafogo,4145.97,Bulldog,Masculino,Administrador,41,(21) 99923-8287
Camila Pereira,"Rua Joao Vicente, 792",19376963659,Vila Isabel,5162.18,Husky Siberiano,Feminino,Lider de Projeto,63,(21) 99232-7110
Gabriela Rocha,"Rua Humaita, 3530",85092155943,Humaita,8504.9,Pit Bull,Feminino,Ator,49,(21) 95711-4766
Larissa Ferreira,"Rua Miguel Lemos, 2757",61902371925,Sao Conrado,2289.41,Shih Tzu,Feminino,Quimico,53,(21) 97103-2014
Carlos Santos,"Rua Mem de Sa, 3669",63354206591,Lapa,9160.35,Cocker Spaniel,Masculino,Economista,25,(21) 94839-5655
Maria Luiza Silva,"Rua do Anil, 7054",61953423103,Barra da Tijuca,4299.08,Maltes,Feminino,Contador,37,(21) 95830-6040
Gabriela Rocha,"Rua Estrela, 4637",42363063979,Santa Teresa,7330.61,Basset Hound,Feminino,Publicitario,71,(21) 93930-9510
Bruno Alves,"Rua Heitor de Silva Costa, 8975",51193881277,Vila Isabel,6399.13,Pug,Masculino,Dentista,42,(21) 98521-2519
Rodrigo Costa,"Rua Garcia d'Avila, 9867",33500543106,Ipanema,9762.35,Basset Hound,Masculino,Antropologo,68,(21) 93913-5615
Maria Luiza Silva,"Rua Candido Mendes, 3325",70983823565,Gloria,3788.46,Maltes,Feminino,Psicologo,27,(21) 95871-3773
Patricia Melo,"Rua do Lavradio, 9482",42045935553,Catete,9890.92,Poodle,Feminino,Padeiro,58,(21) 90766-9120
Gabriel Rocha,"Rua Barao de Sao Francisco, 8343",94951086702,Humaita,3515.82,Labrador,Masculino,Desenvolvedor,72,(21) 94126-1283
Diego Silva,"Rua do Catete, 7814",86803806973,Catete,6166.85,Beagle,Masculino,Gerente,39,(21) 90699-1610
Viviane Mendes,"Rua 28 de Setembro, 3716",53627460953,Vila Isabel,8730.4,Shih Tzu,Feminino,Ator,26,(21) 90331-4012
Vinicius Santos,"Rua do Ouvidor, 3413",74999744422,Centro,2261.81,Border Collie,Masculino,Dentista,38,(21) 90623-8433
Rodrigo Costa,"Rua Barata Ribeiro, 4712",91661745294,Copacabana,8821.88,Chihuahua,Masculino,Fisioterapeuta,65,(21) 96214-4277
Gabriela Rocha,"Rua Sao Clemente, 9940",37006754163,Humaita,6841.6,Shiba Inu,Feminino,Personal Trainer,62,(21) 96356-4284
Camila Pereira,"Rua Buarque de Macedo, 738",52343554981,Vila Isabel,2366.08,Pug,Feminino,Designer,67,(21) 97933-8346
Daniele Souza,"Rua da Gloria, 1753",98500371720,Gloria,4680.08,Bulldog,Feminino,Dentista,45,(21) 95778-8757
Gustavo Moreira,"Rua Heitor de Silva Costa, 2618",99245390905,Vila Isabel,1711.96,Cocker Spaniel,Masculino,Personal Trainer,29,(21) 96837-1036
Juliana Costa,"Avenida Vieira Souto, 5230",22905799933,Ipanema,9270.74,Border Collie,Feminino,Medico,19,(21) 94216-9225
Viviane Mendes,"Rua Uruguai, 4972",52714696781,Tijuca,4459.72,Border Collie,Feminino,Fisioterapeuta,21,(21) 90892-3130
Bruna Alves,"Rua Joao Vicente, 1802",48324957336,Vila Isabel,9365.83,Basset Hound,Feminino,Medico,24,(21) 93070-4907
Larissa Ferreira,"Rua Barao de Sao Francisco, 2100",51775712724,Humaita,7094.77,Chihuahua,Feminino,Historiador,42,(21) 98488-4613
Roberta Moreira,"Rua Mem de Sa, 7021",46269865778,Lapa,7374.43,Pug,Feminino,Engenheiro,26,(21) 94286-9640
Michele Araujo,"Rua Bartolomeu Mitre, 287",21162380573,Leblon,3676.28,Border Collie,Feminino,Professor,19,(21) 99832-9104
Gabriel Rocha,"Praia de Botafogo, 6229",14194411566,Botafogo,8659.14,Husky Siberiano,Masculino,Producao de Eventos,33,(21) 97058-6077
Gabriela Rocha,"Avenida das Americas, 1952",21264641563,Barra da Tijuca,5818.64,Beagle,Feminino,Musico,42,(21) 93919-3343
Bruna Alves,"Rua do Pepino, 5112",74354595038,Recreio dos Bandeirantes,5898.07,Shih Tzu,Feminino,Producao de Eventos,26,(21) 90374-2870
Joao Almeida,"Rua do Lavradio, 7385",28059938453,Lapa,6374.37,Dachshund,Masculino,Chef de Cozinha,65,(21) 94890-8486
Larissa Ferreira,"Rua Paissandu, 315",13794945183,Flamengo,3486.2,Pit Bull,Feminino,Contador,45,(21) 92659-3745
Rafael Melo,"Rua Farme de Amoedo, 8681",17185624766,Ipanema,9538.58,Pug,Masculino,Biologo,28,(21) 94739-1272
Roberta Moreira,"Avenida Rio Branco, 9531",84512416393,Centro,5388.15,Yorkshire Terrier,Feminino,Personal Trainer,22,(21) 91286-8948
Diego Silva,"Rua Ataulfo de Paiva, 548",44773983480,Leblon,3035.35,Border Collie,Masculino,Enfermeiro,19,(21) 92001-4599
Joao Almeida,"Rua Joao Vicente, 9521",65769857851,Vila Isabel,3426.3,Poodle,Masculino,Veterinario,37,(21) 98661-5971
Eduardo Campos,"Rua Voluntarios da Patria, 177",86543785280,Botafogo,4370.76,Shiba Inu,Masculino,Ator,47,(21) 93255-1089
Roberta Moreira,"Rua Felipe Cardoso, 4224",25688287923,Santa Teresa,4488.44,Cocker Spaniel,Feminino,Psicologo,46,(21) 97789-1925
Patricia Melo,"Rua Monte Alegre, 4285",36307688294,Santa Teresa,9597.61,Schnauzer,Feminino,Medico,39,(21) 95797-6524
Luana Campos,"Rua Siqueira Campos, 7660",41156324722,Copacabana,8685.71,Husky Siberiano,Feminino,Veterinario,58,(21) 95826-8876
Larissa Ferreira,"Rua do Anil, 139",35153164022,Barra da Tijuca,6154.94,Basset Hound,Feminino,Lider de Projeto,23,(21) 96806-1366
Ana Beatriz Oliveira,"Avenida Delfim Moreira, 8143",12149303875,Leblon,9321.49,Cocker Spaniel,Feminino,Antropologo,40,(21) 99630-7314
Luana Campos,"Rua Domingos Ferreira, 7422",83845356819,Cascadura,3909.48,Shiba Inu,Feminino,Quimico,40,(21) 91761-1925
Felipe Oliveira,"Avenida Rio Branco, 6817",22131908414,Centro,8414.22,Maltes,Masculino,Musico,46,(21) 95825-3523
Marcelo Lima,"Rua Farme de Amoedo, 2961",26614633713,Ipanema,7064.97,Cocker Spaniel,Masculino,Quimico,22,(21) 96886-4625
Amanda Carvalho,"Rua Senador Dantas, 2793",29759844663,Flamengo,4416.85,Poodle,Feminino,Biologo,19,(21) 94285-9151
Juliana Costa,"Rua do Pepino, 4799",94344364879,Recreio dos Bandeirantes,9381.34,Labrador,Feminino,Antropologo,28,(21) 99170-8272
Isabela Martins,"Rua Paissandu, 2687",45703498118,Flamengo,1940.8,Rottweiler,Feminino,Administrador,29,(21) 90917-9762
Daniel Araujo,"Rua Joao Vicente, 1585",75678506010,Vila Isabel,8801.65,Shiba Inu,Masculino,Jornalista,72,(21) 91639-6816
Viviane Mendes,"Avenida Ayrton Senna, 6723",53185147743,Barra da Tijuca,9104.34,Maltes,Feminino,Veterinario,43,(21) 99247-2697
Maria Luiza Silva,"Rua Voluntarios da Patria, 6358",76920227774,Botafogo,5356.58,Boxer,Feminino,Jornalista,40,(21) 99368-4874
Ricardo Martins,"Rua do Catete, 543",25675112042,Catete,2356.56,Husky Siberiano,Masculino,Fisioterapeuta,64,(21) 91114-5467
Gabriela Rocha,"Rua Buarque de Macedo, 4520",20209509986,Vila Isabel,2317.52,Boxer,Feminino,Analista de Sistemas,53,(21) 92891-4365
Isabela Martins,"Avenida Atlantica, 1571",10142608924,Copacabana,2131.36,Shiba Inu,Feminino,Biologo,44,(21) 99371-6065
Tatiane Almeida,"Rua General Artigas, 103",85798957758,Leblon,2395.52,Beagle,Feminino,Administrador,19,(21) 97662-4837
Vinicius Santos,"Avenida Vieira Souto, 4765",40935968750,Ipanema,6469.44,Shiba Inu,Masculino,Artesao,71,(21) 96703-9753
Rodrigo Costa,"Rua Barao de Santa Marta, 9886",65963500467,Rio Comprido,5395.33,Chihuahua,Masculino,Enfermeiro,28,(21) 93110-7263
Natalia Pinto,"Rua do Russel, 8928",17531240044,Gloria,5661.89,Beagle,Feminino,Analista de Sistemas,30,(21) 94262-2166
Marcelo Lima,"Avenida Glaucio Gil, 3145",37523356428,Recreio dos Bandeirantes,8258.59,Schnauzer,Masculino,Analista de Sistemas,42,(21) 90538-2770
Juliana Costa,"Rua Garcia d'Avila, 7765",15349144996,Ipanema,8280.08,Beagle,Feminino,Administrador,28,(21) 92671-2037
Roberta Moreira,"Rua Farme de Amoedo, 3731",94051195515,Ipanema,9074.09,Shiba Inu,Feminino,Producao de Eventos,25,(21) 92642-4451
Bruno Alves,"Rua Barao de Sao Francisco, 9386",88212143092,Humaita,5220.75,Rottweiler,Masculino,Antropologo,66,(21) 93642-2562
Bruno Alves,"Rua Conde de Iraja, 4156",74881217941,Catete,9158.32,Cocker Spaniel,Masculino,Biologo,49,(21) 99242-8132
Antonio Silva,"Rua General Artigas, 5019",32699999909,Leblon,2447.83,Cocker Spaniel,Masculino,Veterinario,65,(21) 99930-9542
Eduardo Campos,"Rua do Russel, 1577",50043429286,Gloria,3540.28,Beagle,Masculino,Contador,72,(21) 98094-2314
Gustavo Moreira,"Rua Buarque de Macedo, 2414",77757125739,Vila Isabel,5893.18,Shiba Inu,Masculino,Professor,24,(21) 99463-7035
Larissa Ferreira,"Rua do Pepino, 9031",21590750411,Recreio dos Bandeirantes,1941.49,Boxer,Feminino,Personal Trainer,23,(21) 94008-6564
Fernanda Santos,"Rua Ary Schiavo, 9928",75307381986,Barra da Tijuca,9520.93,Basset Hound,Feminino,Farmaceutico,50,(21) 97193-5155
Antonio Silva,"Rua da Gloria, 8639",31044326549,Gloria,8961.93,Cocker Spaniel,Masculino,Ator,45,(21) 94604-9556
Natalia Pinto,"Rua Pacheco Leao, 3733",57222903901,Jardim Botanico,7778.55,Beagle,Feminino,Musico,27,(21) 90154-7807
Roberta Moreira,"Rua Barao de Sao Francisco, 7283",29461281791,Humaita,2351.75,Pug,Feminino,Analista de Sistemas,44,(21) 91160-3217
Mariana Lima,"Rua Visconde de Souza Franco, 1131",27593898258,Lapa,7361.65,Beagle,Feminino,Gerente,33,(21) 98039-5595
Amanda Carvalho,"Avenida Aquarela do Brasil, 5445",19702979684,Sao Conrado,5261.74,Dachshund,Feminino,Medico,55,(21) 96731-2965
Vinicius Santos,"Rua do Pepino, 742",86843324761,Recreio dos Bandeirantes,5999.62,Basset Hound,Masculino,Producao de Eventos,25,(21) 94592-3447
Roberta Moreira,"Rua Pacheco Leao, 6792",41349176024,Jardim Botanico,5658.12,Chihuahua,Feminino,Antropologo,46,(21) 94337-3104
Larissa Ferreira,"Rua Joao Vicente, 8425",92368893048,Vila Isabel,4948.27,Golden Retriever,Feminino,Biologo,31,(21) 96778-5629
Lucas Ferreira,"Rua Silveira Martins, 9639",25802454571,Catete,6762.76,Beagle,Masculino,Enfermeiro,53,(21) 90029-3844
Carla Rodrigues,"Rua General Artigas, 8798",46736920210,Leblon,7098.36,Shiba Inu,Feminino,Chef de Cozinha,64,(21) 97760-2425
Antonio Silva,"Rua do Anil, 4469",91272534336,Barra da Tijuca,7840.27,Border Collie,Masculino,Analista de Sistemas,26,(21) 97702-7358
Tatiane Almeida,"Rua Ary Schiavo, 5536",87036247140,Barra da Tijuca,7720.59,Bulldog,Feminino,Farmaceutico,19,(21) 97602-8231
Larissa Ferreira,"Rua Casemiro de Abreu, 2988",14829445433,Cascadura,5506.53,Golden Retriever,Feminino,Personal Trainer,18,(21) 98108-9460
Tatiane Almeida,"Rua Siqueira Campos, 949",61416134875,Copacabana,7179.73,Boxer,Feminino,Publicitario,23,(21) 97789-5013
Antonio Silva,"Rua Marquesa de Santos, 4548",38584786315,Jardim Botanico,5752.01,Shiba Inu,Masculino,Publicitario,65,(21) 94586-7311
Patricia Melo,"Rua Miguel Lemos, 7914",11326353772,Sao Conrado,5576.48,Husky Siberiano,Feminino,Veterinario,20,(21) 90097-6022
Luana Campos,"Rua do Dende, 8359",88932460396,Recreio dos Bandeirantes,5574.97,Husky Siberiano,Feminino,Professor,54,(21) 94994-3674
Felipe Oliveira,"Avenida Atlantica, 8204",33929350011,Copacabana,3426.05,Basset Hound,Masculino,Diretor,20,(21) 91617-6026
Eduardo Campos,"Rua Felipe Cardoso, 2845",37244953974,Santa Teresa,5792.87,Yorkshire Terrier,Masculino,Gerente,57,(21) 94831-5706
Roberta Moreira,"Rua Jardim Botanico, 1899",99702469913,Jardim Botanico,4700.62,Cocker Spaniel,Feminino,Analista de Sistemas,54,(21) 99508-6157
Pedro Pinto,"Rua dos Arcos, 233",49985391695,Lapa,8331.42,Bulldog,Masculino,Enfermeiro,27,(21) 95355-8183
